user_id,rank,content_id,predicted_score,title,topic,difficulty
U0076,4,C071,0.625,Calculadora de presupuesto personal,planificación,básico
U0076,5,C073,0.5722,Calculadora de ahorro mensual,ahorro,básico
U0077,1,C072,0.5749,Calculadora de gestión de deudas,deuda,básico
U0077,2,C011,0.5389,Cuidado del entorno: el banco y yo,cuentas bancarias,básico
U0077,3,C009,0.5315,Cómo gestionar mis deudas,deuda,básico
U0077,4,C073,0.5111,Calculadora de ahorro mensual,ahorro,básico
U0077,5,C008,0.4933,5 consejos sobre endeudamiento,deuda,básico
U0078,1,C072,0.5741,Calculadora de gestión de deudas,deuda,básico
U0078,2,C009,0.5282,Cómo gestionar mis deudas,deuda,básico
U0078,3,C088,0.4907,Qué es la inflación y cómo nos afecta,inflación,básico
U0078,4,C008,0.4886,5 consejos sobre endeudamiento,deuda,básico
U0078,5,C073,0.4738,Calculadora de ahorro mensual,ahorro,básico
U0079,1,C072,0.5712,Calculadora de gestión de deudas,deuda,básico
U0079,2,C042,0.5266,Cómo detectar un chiringuito financiero,fraude,básico
U0079,3,C009,0.5253,Cómo gestionar mis deudas,deuda,básico
U0079,4,C066,0.5233,Finfluencers: cómo actuar con responsabilidad,fraude,básico
U0079,5,C008,0.4919,5 consejos sobre endeudamiento,deuda,básico
U0080,1,C073,0.6683,Calculadora de ahorro mensual,ahorro,básico
U0080,2,C072,0.6586,Calculadora de gestión de deudas,deuda,básico
U0080,3,C088,0.6423,Qué es la inflación y cómo nos afecta,inflación,básico
U0080,4,C071,0.6414,Calculadora de presupuesto personal,planificación,básico
U0080,5,C009,0.6381,Cómo gestionar mis deudas,deuda,básico
U0081,1,C072,0.5701,Calculadora de gestión de deudas,deuda,básico
U0081,2,C009,0.527,Cómo gestionar mis deudas,deuda,básico
U0081,3,C088,0.4989,Qué es la inflación y cómo nos afecta,inflación,básico
U0081,4,C008,0.4826,5 consejos sobre endeudamiento,deuda,básico
U0081,5,C089,0.4693,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0082,1,C072,0.6438,Calculadora de gestión de deudas,deuda,básico
U0082,2,C009,0.5993,Cómo gestionar mis deudas,deuda,básico
U0082,3,C050,0.5435,Cómo leer una nómina,planificación,básico
U0082,4,C008,0.5431,5 consejos sobre endeudamiento,deuda,básico
U0082,5,C088,0.5268,Qué es la inflación y cómo nos afecta,inflación,básico
U0083,1,C072,0.5799,Calculadora de gestión de deudas,deuda,básico
U0083,2,C073,0.5775,Calculadora de ahorro mensual,ahorro,básico
U0083,3,C009,0.5468,Cómo gestionar mis deudas,deuda,básico
U0083,4,C048,0.5253,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0083,5,C008,0.508,5 consejos sobre endeudamiento,deuda,básico
U0084,1,C072,0.5374,Calculadora de gestión de deudas,deuda,básico
U0084,2,C009,0.4879,Cómo gestionar mis deudas,deuda,básico
U0084,3,C053,0.4805,Protección de datos en operaciones financieras,fraude,básico
U0084,4,C047,0.4596,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0084,5,C008,0.445,5 consejos sobre endeudamiento,deuda,básico
U0085,1,C009,0.5362,Cómo gestionar mis deudas,deuda,básico
U0085,2,C073,0.5234,Calculadora de ahorro mensual,ahorro,básico
U0085,3,C008,0.4986,5 consejos sobre endeudamiento,deuda,básico
U0085,4,C053,0.4841,Protección de datos en operaciones financieras,fraude,básico
U0085,5,C088,0.4718,Qué es la inflación y cómo nos afecta,inflación,básico
U0086,1,C072,0.561,Calculadora de gestión de deudas,deuda,básico
U0086,2,C053,0.5238,Protección de datos en operaciones financieras,fraude,básico
U0086,3,C009,0.5204,Cómo gestionar mis deudas,deuda,básico
U0086,4,C008,0.4843,5 consejos sobre endeudamiento,deuda,básico
U0086,5,C088,0.4659,Qué es la inflación y cómo nos afecta,inflación,básico
U0087,1,C072,0.5999,Calculadora de gestión de deudas,deuda,básico
U0087,2,C030,0.5627,La detective Sara Gómez investiga el fraude por internet,fraude,básico
U0087,3,C047,0.543,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0087,4,C009,0.5372,Cómo gestionar mis deudas,deuda,básico
U0087,5,C028,0.5188,Protegerte contra el fraude,fraude,básico
U0088,1,C072,0.6646,Calculadora de gestión de deudas,deuda,básico
U0088,2,C009,0.6165,Cómo gestionar mis deudas,deuda,básico
U0088,3,C008,0.5812,5 consejos sobre endeudamiento,deuda,básico
U0088,4,C088,0.5681,Qué es la inflación y cómo nos afecta,inflación,básico
U0088,5,C089,0.5549,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0089,1,C072,0.6098,Calculadora de gestión de deudas,deuda,básico
U0089,2,C009,0.5662,Cómo gestionar mis deudas,deuda,básico
U0089,3,C008,0.5533,5 consejos sobre endeudamiento,deuda,básico
U0089,4,C073,0.5495,Calculadora de ahorro mensual,ahorro,básico
U0089,5,C088,0.5463,Qué es la inflación y cómo nos afecta,inflación,básico
U0090,1,C072,0.6197,Calculadora de gestión de deudas,deuda,básico
U0090,2,C048,0.5662,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0090,3,C008,0.5305,5 consejos sobre endeudamiento,deuda,básico
U0090,4,C089,0.5168,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0090,5,C043,0.5098,Plan de Educación Financiera 2022-2025,planificación,básico
U0091,1,C072,0.6029,Calculadora de gestión de deudas,deuda,básico
U0091,2,C088,0.5284,Qué es la inflación y cómo nos afecta,inflación,básico
U0091,3,C043,0.5282,Plan de Educación Financiera 2022-2025,planificación,básico
U0091,4,C048,0.5101,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0091,5,C008,0.5068,5 consejos sobre endeudamiento,deuda,básico
U0092,1,C072,0.5723,Calculadora de gestión de deudas,deuda,básico
U0092,2,C088,0.5152,Qué es la inflación y cómo nos afecta,inflación,básico
U0092,3,C009,0.5121,Cómo gestionar mis deudas,deuda,básico
U0092,4,C008,0.488,5 consejos sobre endeudamiento,deuda,básico
U0092,5,C073,0.4765,Calculadora de ahorro mensual,ahorro,básico
U0093,1,C048,0.6269,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0093,2,C088,0.6246,Qué es la inflación y cómo nos afecta,inflación,básico
U0093,3,C072,0.5817,Calculadora de gestión de deudas,deuda,básico
U0093,4,C009,0.574,Cómo gestionar mis deudas,deuda,básico
U0093,5,C073,0.5673,Calculadora de ahorro mensual,ahorro,básico
U0094,1,C072,0.5455,Calculadora de gestión de deudas,deuda,básico
U0094,2,C088,0.5021,Qué es la inflación y cómo nos afecta,inflación,básico
U0094,3,C009,0.4979,Cómo gestionar mis deudas,deuda,básico
U0094,4,C028,0.4732,Protegerte contra el fraude,fraude,básico
U0094,5,C008,0.463,5 consejos sobre endeudamiento,deuda,básico
U0095,1,C072,0.6133,Calculadora de gestión de deudas,deuda,básico
U0095,2,C088,0.6054,Qué es la inflación y cómo nos afecta,inflación,básico
U0095,3,C009,0.5801,Cómo gestionar mis deudas,deuda,básico
U0095,4,C057,0.5596,Cómo comparar productos de ahorro,ahorro,básico
U0095,5,C008,0.5194,5 consejos sobre endeudamiento,deuda,básico
U0096,1,C072,0.6126,Calculadora de gestión de deudas,deuda,básico
U0096,2,C088,0.5939,Qué es la inflación y cómo nos afecta,inflación,básico
U0096,3,C009,0.5838,Cómo gestionar mis deudas,deuda,básico
U0096,4,C053,0.5629,Protección de datos en operaciones financieras,fraude,básico
U0096,5,C043,0.5541,Plan de Educación Financiera 2022-2025,planificación,básico
U0097,1,C072,0.5545,Calculadora de gestión de deudas,deuda,básico
U0097,2,C009,0.5348,Cómo gestionar mis deudas,deuda,básico
U0097,3,C088,0.4884,Qué es la inflación y cómo nos afecta,inflación,básico
U0097,4,C053,0.4624,Protección de datos en operaciones financieras,fraude,básico
U0097,5,C008,0.4596,5 consejos sobre endeudamiento,deuda,básico
U0098,1,C053,0.6456,Protección de datos en operaciones financieras,fraude,básico
U0098,2,C072,0.6204,Calculadora de gestión de deudas,deuda,básico
U0098,3,C073,0.5769,Calculadora de ahorro mensual,ahorro,básico
U0098,4,C009,0.5694,Cómo gestionar mis deudas,deuda,básico
U0098,5,C008,0.555,5 consejos sobre endeudamiento,deuda,básico
U0099,1,C072,0.6511,Calculadora de gestión de deudas,deuda,básico
U0099,2,C002,0.6402,Cómo está tu salud financiera,planificación,básico
U0099,3,C009,0.5925,Cómo gestionar mis deudas,deuda,básico
U0099,4,C053,0.5804,Protección de datos en operaciones financieras,fraude,básico
U0099,5,C008,0.5439,5 consejos sobre endeudamiento,deuda,básico
U0100,1,C072,0.5416,Calculadora de gestión de deudas,deuda,básico
U0100,2,C009,0.5077,Cómo gestionar mis deudas,deuda,básico
U0100,3,C008,0.4678,5 consejos sobre endeudamiento,deuda,básico
U0100,4,C088,0.4471,Qué es la inflación y cómo nos afecta,inflación,básico
U0100,5,C089,0.445,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0101,1,C072,0.7079,Calculadora de gestión de deudas,deuda,básico
U0101,2,C009,0.6751,Cómo gestionar mis deudas,deuda,básico
U0101,3,C088,0.6439,Qué es la inflación y cómo nos afecta,inflación,básico
U0101,4,C008,0.6116,5 consejos sobre endeudamiento,deuda,básico
U0101,5,C089,0.5906,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0102,1,C072,0.5816,Calculadora de gestión de deudas,deuda,básico
U0102,2,C009,0.5389,Cómo gestionar mis deudas,deuda,básico
U0102,3,C073,0.5231,Calculadora de ahorro mensual,ahorro,básico
U0102,4,C053,0.5218,Protección de datos en operaciones financieras,fraude,básico
U0102,5,C088,0.4999,Qué es la inflación y cómo nos afecta,inflación,básico
U0103,1,C072,0.5474,Calculadora de gestión de deudas,deuda,básico
U0103,2,C009,0.503,Cómo gestionar mis deudas,deuda,básico
U0103,3,C073,0.4813,Calculadora de ahorro mensual,ahorro,básico
U0103,4,C030,0.4615,La detective Sara Gómez investiga el fraude por internet,fraude,básico
U0103,5,C008,0.4608,5 consejos sobre endeudamiento,deuda,básico
U0104,1,C009,0.518,Cómo gestionar mis deudas,deuda,básico
U0104,2,C030,0.5003,La detective Sara Gómez investiga el fraude por internet,fraude,básico
U0104,3,C073,0.4885,Calculadora de ahorro mensual,ahorro,básico
U0104,4,C008,0.4728,5 consejos sobre endeudamiento,deuda,básico
U0104,5,C047,0.4553,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0105,1,C072,0.5787,Calculadora de gestión de deudas,deuda,básico
U0105,2,C009,0.5323,Cómo gestionar mis deudas,deuda,básico
U0105,3,C088,0.5072,Qué es la inflación y cómo nos afecta,inflación,básico
U0105,4,C008,0.4909,5 consejos sobre endeudamiento,deuda,básico
U0105,5,C089,0.4701,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0106,1,C073,0.607,Calculadora de ahorro mensual,ahorro,básico
U0106,2,C053,0.5959,Protección de datos en operaciones financieras,fraude,básico
U0106,3,C072,0.5512,Calculadora de gestión de deudas,deuda,básico
U0106,4,C009,0.5485,Cómo gestionar mis deudas,deuda,básico
U0106,5,C006,0.4919,8 productos bancarios,cuentas bancarias,básico
U0107,1,C072,0.6209,Calculadora de gestión de deudas,deuda,básico
U0107,2,C009,0.6087,Cómo gestionar mis deudas,deuda,básico
U0107,3,C088,0.594,Qué es la inflación y cómo nos afecta,inflación,básico
U0107,4,C048,0.5792,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0107,5,C073,0.5561,Calculadora de ahorro mensual,ahorro,básico
U0108,1,C073,0.6721,Calculadora de ahorro mensual,ahorro,básico
U0108,2,C072,0.5827,Calculadora de gestión de deudas,deuda,básico
U0108,3,C009,0.5453,Cómo gestionar mis deudas,deuda,básico
U0108,4,C048,0.5332,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0108,5,C043,0.5187,Plan de Educación Financiera 2022-2025,planificación,básico
U0109,1,C072,0.5754,Calculadora de gestión de deudas,deuda,básico
U0109,2,C009,0.5308,Cómo gestionar mis deudas,deuda,básico
U0109,3,C088,0.4913,Qué es la inflación y cómo nos afecta,inflación,básico
U0109,4,C008,0.4828,5 consejos sobre endeudamiento,deuda,básico
U0109,5,C089,0.4701,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0110,1,C072,0.5726,Calculadora de gestión de deudas,deuda,básico
U0110,2,C009,0.5486,Cómo gestionar mis deudas,deuda,básico
U0110,3,C088,0.5345,Qué es la inflación y cómo nos afecta,inflación,básico
U0110,4,C073,0.5279,Calculadora de ahorro mensual,ahorro,básico
U0110,5,C008,0.5024,5 consejos sobre endeudamiento,deuda,básico
U0111,1,C072,0.5566,Calculadora de gestión de deudas,deuda,básico
U0111,2,C009,0.5271,Cómo gestionar mis deudas,deuda,básico
U0111,3,C053,0.5141,Protección de datos en operaciones financieras,fraude,básico
U0111,4,C073,0.4889,Calculadora de ahorro mensual,ahorro,básico
U0111,5,C088,0.4878,Qué es la inflación y cómo nos afecta,inflación,básico
U0112,1,C082,0.6124,Comisiones bancarias: conceptos y comparación,cuentas bancarias,básico
U0112,2,C048,0.6045,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0112,3,C072,0.5555,Calculadora de gestión de deudas,deuda,básico
U0112,4,C009,0.5481,Cómo gestionar mis deudas,deuda,básico
U0112,5,C073,0.5121,Calculadora de ahorro mensual,ahorro,básico
U0113,1,C071,0.7452,Calculadora de presupuesto personal,planificación,básico
U0113,2,C030,0.6885,La detective Sara Gómez investiga el fraude por internet,fraude,básico
U0113,3,C073,0.6828,Calculadora de ahorro mensual,ahorro,básico
U0113,4,C072,0.6698,Calculadora de gestión de deudas,deuda,básico
U0113,5,C001,0.6578,Cómo elaborar un presupuesto,planificación,básico
U0114,1,C072,0.5466,Calculadora de gestión de deudas,deuda,básico
U0114,2,C009,0.5069,Cómo gestionar mis deudas,deuda,básico
U0114,3,C088,0.5052,Qué es la inflación y cómo nos afecta,inflación,básico
U0114,4,C053,0.4729,Protección de datos en operaciones financieras,fraude,básico
U0114,5,C008,0.4682,5 consejos sobre endeudamiento,deuda,básico
U0115,1,C072,0.562,Calculadora de gestión de deudas,deuda,básico
U0115,2,C009,0.5452,Cómo gestionar mis deudas,deuda,básico
U0115,3,C053,0.5378,Protección de datos en operaciones financieras,fraude,básico
U0115,4,C071,0.4762,Calculadora de presupuesto personal,planificación,básico
U0115,5,C073,0.4658,Calculadora de ahorro mensual,ahorro,básico
U0116,1,C072,0.7063,Calculadora de gestión de deudas,deuda,básico
U0116,2,C047,0.6487,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0116,3,C088,0.64,Qué es la inflación y cómo nos afecta,inflación,básico
U0116,4,C009,0.6265,Cómo gestionar mis deudas,deuda,básico
U0116,5,C008,0.5894,5 consejos sobre endeudamiento,deuda,básico
U0117,1,C072,0.6399,Calculadora de gestión de deudas,deuda,básico
U0117,2,C030,0.6186,La detective Sara Gómez investiga el fraude por internet,fraude,básico
U0117,3,C009,0.6084,Cómo gestionar mis deudas,deuda,básico
U0117,4,C028,0.6015,Protegerte contra el fraude,fraude,básico
U0117,5,C088,0.5867,Qué es la inflación y cómo nos afecta,inflación,básico
U0118,1,C072,0.5669,Calculadora de gestión de deudas,deuda,básico
U0118,2,C009,0.5153,Cómo gestionar mis deudas,deuda,básico
U0118,3,C088,0.4768,Qué es la inflación y cómo nos afecta,inflación,básico
U0118,4,C008,0.4713,5 consejos sobre endeudamiento,deuda,básico
U0118,5,C002,0.4651,Cómo está tu salud financiera,planificación,básico
U0119,1,C053,0.716,Protección de datos en operaciones financieras,fraude,básico
U0119,2,C001,0.5996,Cómo elaborar un presupuesto,planificación,básico
U0119,3,C072,0.5973,Calculadora de gestión de deudas,deuda,básico
U0119,4,C009,0.5883,Cómo gestionar mis deudas,deuda,básico
U0119,5,C073,0.5759,Calculadora de ahorro mensual,ahorro,básico
U0120,1,C053,0.6637,Protección de datos en operaciones financieras,fraude,básico
U0120,2,C073,0.5675,Calculadora de ahorro mensual,ahorro,básico
U0120,3,C072,0.5615,Calculadora de gestión de deudas,deuda,básico
U0120,4,C009,0.5391,Cómo gestionar mis deudas,deuda,básico
U0120,5,C015,0.5254,Glosario de términos financieros,planificación,básico
U0121,1,C057,0.7341,Cómo comparar productos de ahorro,ahorro,básico
U0121,2,C072,0.6926,Calculadora de gestión de deudas,deuda,básico
U0121,3,C088,0.6707,Qué es la inflación y cómo nos afecta,inflación,básico
U0121,4,C009,0.6664,Cómo gestionar mis deudas,deuda,básico
U0121,5,C008,0.612,5 consejos sobre endeudamiento,deuda,básico
U0122,1,C072,0.5522,Calculadora de gestión de deudas,deuda,básico
U0122,2,C088,0.5069,Qué es la inflación y cómo nos afecta,inflación,básico
U0122,3,C009,0.4979,Cómo gestionar mis deudas,deuda,básico
U0122,4,C008,0.4855,5 consejos sobre endeudamiento,deuda,básico
U0122,5,C073,0.4677,Calculadora de ahorro mensual,ahorro,básico
U0123,1,C009,0.6678,Cómo gestionar mis deudas,deuda,básico
U0123,2,C050,0.6433,Cómo leer una nómina,planificación,básico
U0123,3,C003,0.6431,Planificación financiera: paga extra y devolución de la renta,planificación,básico
U0123,4,C043,0.6225,Plan de Educación Financiera 2022-2025,planificación,básico
U0123,5,C008,0.6122,5 consejos sobre endeudamiento,deuda,básico
U0124,1,C072,0.6692,Calculadora de gestión de deudas,deuda,básico
U0124,2,C009,0.6351,Cómo gestionar mis deudas,deuda,básico
U0124,3,C088,0.625,Qué es la inflación y cómo nos afecta,inflación,básico
U0124,4,C057,0.6209,Cómo comparar productos de ahorro,ahorro,básico
U0124,5,C089,0.5725,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0125,1,C072,0.5809,Calculadora de gestión de deudas,deuda,básico
U0125,2,C009,0.5506,Cómo gestionar mis deudas,deuda,básico
U0125,3,C008,0.4863,5 consejos sobre endeudamiento,deuda,básico
U0125,4,C088,0.4814,Qué es la inflación y cómo nos afecta,inflación,básico
U0125,5,C089,0.4649,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0126,1,C025,0.594,Comisiones bancarias,cuentas bancarias,básico
U0126,2,C072,0.58,Calculadora de gestión de deudas,deuda,básico
U0126,3,C011,0.5499,Cuidado del entorno: el banco y yo,cuentas bancarias,básico
U0126,4,C075,0.5341,Calculadora de patrimonio neto,planificación,intermedio
U0126,5,C009,0.5164,Cómo gestionar mis deudas,deuda,básico
U0127,1,C017,0.7256,"Cuentas corrientes, depósitos a la vista y libretas de ahorro",cuentas bancarias,básico
U0127,2,C053,0.7223,Protección de datos en operaciones financieras,fraude,básico
U0127,3,C073,0.7134,Calculadora de ahorro mensual,ahorro,básico
U0127,4,C071,0.7015,Calculadora de presupuesto personal,planificación,básico
U0127,5,C088,0.698,Qué es la inflación y cómo nos afecta,inflación,básico
U0128,1,C073,0.7227,Calculadora de ahorro mensual,ahorro,básico
U0128,2,C072,0.7006,Calculadora de gestión de deudas,deuda,básico
U0128,3,C009,0.6655,Cómo gestionar mis deudas,deuda,básico
U0128,4,C048,0.6633,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0128,5,C053,0.6461,Protección de datos en operaciones financieras,fraude,básico
U0129,1,C030,0.5785,La detective Sara Gómez investiga el fraude por internet,fraude,básico
U0129,2,C092,0.5541,Qué son las comisiones bancarias,cuentas bancarias,básico
U0129,3,C072,0.53,Calculadora de gestión de deudas,deuda,básico
U0129,4,C067,0.524,Del like a la inversión,fraude,básico
U0129,5,C071,0.5149,Calculadora de presupuesto personal,planificación,básico
U0130,1,C053,0.6701,Protección de datos en operaciones financieras,fraude,básico
U0130,2,C072,0.6459,Calculadora de gestión de deudas,deuda,básico
U0130,3,C009,0.5886,Cómo gestionar mis deudas,deuda,básico
U0130,4,C001,0.5767,Cómo elaborar un presupuesto,planificación,básico
U0130,5,C088,0.5654,Qué es la inflación y cómo nos afecta,inflación,básico
U0131,1,C053,0.556,Protección de datos en operaciones financieras,fraude,básico
U0131,2,C072,0.5418,Calculadora de gestión de deudas,deuda,básico
U0131,3,C073,0.5093,Calculadora de ahorro mensual,ahorro,básico
U0131,4,C009,0.5084,Cómo gestionar mis deudas,deuda,básico
U0131,5,C050,0.4967,Cómo leer una nómina,planificación,básico
U0132,1,C053,0.5542,Protección de datos en operaciones financieras,fraude,básico
U0132,2,C072,0.5417,Calculadora de gestión de deudas,deuda,básico
U0132,3,C088,0.5362,Qué es la inflación y cómo nos afecta,inflación,básico
U0132,4,C009,0.4961,Cómo gestionar mis deudas,deuda,básico
U0132,5,C073,0.4824,Calculadora de ahorro mensual,ahorro,básico
U0133,1,C072,0.5687,Calculadora de gestión de deudas,deuda,básico
U0133,2,C009,0.5565,Cómo gestionar mis deudas,deuda,básico
U0133,3,C088,0.5302,Qué es la inflación y cómo nos afecta,inflación,básico
U0133,4,C073,0.5253,Calculadora de ahorro mensual,ahorro,básico
U0133,5,C057,0.5144,Cómo comparar productos de ahorro,ahorro,básico
U0134,1,C072,0.673,Calculadora de gestión de deudas,deuda,básico
U0134,2,C009,0.624,Cómo gestionar mis deudas,deuda,básico
U0134,3,C053,0.618,Protección de datos en operaciones financieras,fraude,básico
U0134,4,C088,0.6177,Qué es la inflación y cómo nos afecta,inflación,básico
U0134,5,C008,0.5844,5 consejos sobre endeudamiento,deuda,básico
U0135,1,C072,0.6361,Calculadora de gestión de deudas,deuda,básico
U0135,2,C009,0.5888,Cómo gestionar mis deudas,deuda,básico
U0135,3,C088,0.5834,Qué es la inflación y cómo nos afecta,inflación,básico
U0135,4,C008,0.5381,5 consejos sobre endeudamiento,deuda,básico
U0135,5,C089,0.5263,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0136,1,C009,0.6042,Cómo gestionar mis deudas,deuda,básico
U0136,2,C072,0.5996,Calculadora de gestión de deudas,deuda,básico
U0136,3,C047,0.5955,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0136,4,C073,0.5949,Calculadora de ahorro mensual,ahorro,básico
U0136,5,C048,0.5943,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0137,1,C072,0.7028,Calculadora de gestión de deudas,deuda,básico
U0137,2,C015,0.6841,Glosario de términos financieros,planificación,básico
U0137,3,C009,0.6657,Cómo gestionar mis deudas,deuda,básico
U0137,4,C008,0.5979,5 consejos sobre endeudamiento,deuda,básico
U0137,5,C050,0.5891,Cómo leer una nómina,planificación,básico
U0138,1,C072,0.5723,Calculadora de gestión de deudas,deuda,básico
U0138,2,C009,0.5596,Cómo gestionar mis deudas,deuda,básico
U0138,3,C088,0.5289,Qué es la inflación y cómo nos afecta,inflación,básico
U0138,4,C025,0.4881,Comisiones bancarias,cuentas bancarias,básico
U0138,5,C008,0.4814,5 consejos sobre endeudamiento,deuda,básico
U0139,1,C088,0.5978,Qué es la inflación y cómo nos afecta,inflación,básico
U0139,2,C048,0.5848,Fondo de emergencia: por qué y cómo crearlo,ahorro,básico
U0139,3,C082,0.5773,Comisiones bancarias: conceptos y comparación,cuentas bancarias,básico
U0139,4,C072,0.572,Calculadora de gestión de deudas,deuda,básico
U0139,5,C009,0.566,Cómo gestionar mis deudas,deuda,básico
U0140,1,C072,0.5764,Calculadora de gestión de deudas,deuda,básico
U0140,2,C009,0.5614,Cómo gestionar mis deudas,deuda,básico
U0140,3,C073,0.5503,Calculadora de ahorro mensual,ahorro,básico
U0140,4,C053,0.5079,Protección de datos en operaciones financieras,fraude,básico
U0140,5,C043,0.4846,Plan de Educación Financiera 2022-2025,planificación,básico
U0141,1,C072,0.5623,Calculadora de gestión de deudas,deuda,básico
U0141,2,C009,0.5147,Cómo gestionar mis deudas,deuda,básico
U0141,3,C008,0.4952,5 consejos sobre endeudamiento,deuda,básico
U0141,4,C053,0.4789,Protección de datos en operaciones financieras,fraude,básico
U0141,5,C089,0.4722,Cómo afectan a mi dinero la inflación y los tipos de interés,inflación,intermedio
U0142,1,C072,0.5754,Calculadora de gestión de deudas,deuda,básico
U0142,2,C053,0.5514,Protección de datos en operaciones financieras,fraude,básico
U0142,3,C009,0.5296,Cómo gestionar mis deudas,deuda,básico
U0142,4,C047,0.4938,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0142,5,C025,0.4898,Comisiones bancarias,cuentas bancarias,básico
U0143,1,C072,0.6385,Calculadora de gestión de deudas,deuda,básico
U0143,2,C009,0.5867,Cómo gestionar mis deudas,deuda,básico
U0143,3,C088,0.5695,Qué es la inflación y cómo nos afecta,inflación,básico
U0143,4,C053,0.538,Protección de datos en operaciones financieras,fraude,básico
U0143,5,C008,0.5377,5 consejos sobre endeudamiento,deuda,básico
U0144,1,C072,0.5968,Calculadora de gestión de deudas,deuda,básico
U0144,2,C009,0.5767,Cómo gestionar mis deudas,deuda,básico
U0144,3,C088,0.5137,Qué es la inflación y cómo nos afecta,inflación,básico
U0144,4,C008,0.5106,5 consejos sobre endeudamiento,deuda,básico
U0144,5,C073,0.5079,Calculadora de ahorro mensual,ahorro,básico
U0145,1,C072,0.6349,Calculadora de gestión de deudas,deuda,básico
U0145,2,C009,0.6262,Cómo gestionar mis deudas,deuda,básico
U0145,3,C071,0.6203,Calculadora de presupuesto personal,planificación,básico
U0145,4,C088,0.6013,Qué es la inflación y cómo nos afecta,inflación,básico
U0145,5,C030,0.5774,La detective Sara Gómez investiga el fraude por internet,fraude,básico
U0146,1,C047,0.7035,Ahorro automático: la regla del 50/30/20,ahorro,básico
U0146,2,C072,0.6764,Calculadora de gestión de deudas,deuda,básico
U0146,3,C009,0.5884,Cómo gestionar mis deudas,deuda,básico
U0146,4,C088,0.5765,Qué es la inflación y cómo nos afecta,inflación,básico
U0146,5,C011,0.5763,Cuidado del entorno: el banco y yo,cuentas bancarias,básico
U0147,1,C009,0.5698,Cómo gestionar mis deudas,deuda,básico
U0147,2,C053,0.5628,Protección de datos en operaciones financieras,fraude,básico
U0147,3,C088,0.553,Qué es la inflación y cómo nos afecta,inflación,básico
U0147,4,C075,0.5466,Calculadora de patrimonio neto,planificación,intermedio
U0147,5,C051,0.5369,Declaración de la renta: conceptos básicos,planificación,básico
U0148,1,C088,0.7686,Qué es la inflación y cómo nos afecta,inflación,básico
U0148,2,C057,0.7231,Cómo comparar productos de ahorro,ahorro,básico
U0148,3,C072,0.7022,Calculadora de gestión de deudas,deuda,básico
U0148,4,C018,0.6761,Depósitos a plazo,cuentas bancarias,básico
U0148,5,C009,0.6724,Cómo gestionar mis deudas,deuda,básico
U0149,1,C072,0.6574,Calculadora de gestión de deudas,deuda,básico
U0149,2,C009,0.6195,Cómo gestionar mis deudas,deuda,básico
U0149,3,C088,0.5974,Qué es la inflación y cómo nos afecta,inflación,básico
U0149,4,C071,0.5802,Calculadora de presupuesto personal,planificación,básico
U0149,5,C008,0.566,5 consejos sobre endeudamiento,deuda,básico
U0150,1,C072,0.5691,Calculadora de gestión de deudas,deuda,básico
U0150,2,C011,0.531,Cuidado del entorno: el banco y yo,cuentas bancarias,básico
U0150,3,C009,0.5283,Cómo gestionar mis deudas,deuda,básico
U0150,4,C008,0.4817,5 consejos sobre endeudamiento,deuda,básico
U0150,5,C053,0.4796,Protección de datos en operaciones financieras,fraude,básico
U0151,1,C072,0.7046,Calculadora de gestión de deudas,deuda,básico
U0151,2,C002,0.6762,Cómo está tu salud financiera,planificación,básico
U0151,3,C009,0.6568,Cómo gestionar mis deudas,deuda,básico
U0151,4,C050,0.6535,Cómo leer una nómina,planificación,básico
U0151,5,C008,0.617,5 consejos sobre endeudamiento,deuda,básico
U0152,1,C072,0.5552,Calculadora de gestión de deudas,deuda,básico
U0152,2,C009,0.5082,Cómo gestionar mis deudas,deuda,básico
